Departamento  de la Instituci¢n;Provincias dela Rep£blica  de Panam†;Tipo de Ley;Fecha de Entrada de Queja;Mes de Entrada de Queja;Motivo de Queja;Agente Econ¢mico;Actividad;Marca de Producto;Producto;Velor de Apertura de Queja;Resultado de Queja;Efectivo Devuelto al Consumidor (B/.);Fecha de Cierre de Queja;Mes Cierre de Queja;A§o Cierre de Queja;A§o Recibido de Queja
Decisi¢n;Panam†;Ley 45 de 2007;45392;Abr 24;Falta de informaci¢n;TICKET PLUS;Eventos art°sticos;;;150.4;Desistimiento/Devoluci¢n;150.4;45432;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45397;Abr 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;24;Desistimiento;;45422;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45398;Abr 24;Incumplimiento de garant°a;HOPSA, S.A.;Materiales de construcci¢n;Westinghouse;Abanico;174.11;Desistimiento;;45435;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45398;Abr 24;Falta de informaci¢n;TU BIENESTAR COMPANY, S.A.;Funerarias;;;24;Pendiente constancia desistimiento;;45435;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45398;Abr 24;Incumplimiento de garant°a;SKECHERS PANAMA LLC;AlmacÇn de ropa y calzados;Sketchers;Zapatos;48.15;Resoluci¢n/Reemplazo;;45579;Oct 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45404;Abr 24;Falta de informaci¢n;FASTOURS PANAMA;Agencias de viajes;;;4723;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45398;Abr 24;Falta de informaci¢n;TU BIENESTAR COMPANY, S.A.;Funerarias;;;24;Desistimiento;;45421;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45398;Abr 24;Falta de informaci¢n;MUDANZAS PTY EXPRESS;Transporte (fletes, encomiendas y similares);;;1145;Ministerio P£blico;;45450;Jun 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45398;Abr 24;Incumplimiento de servicio;IRON & CONSTRUCTION DESIGN GROUP, S.A.;Herrer°as;;;1250;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45398;Abr 24;Incumplimiento de servicio;EL SOFµ;F†bricas de muebles;;Sofa cama;374.5;Desistimiento;;45422;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45398;Abr 24;Incumplimiento de garant°a;GRUPO PRIMO, S.A.;ElectrodomÇsticos/equipos electr¢nicos;Whirlpool;Lavadora;365.44;Corregidur°a/Casa de Justicia Comunitaria de Paz;;45610;Nov 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45398;Abr 24;Falta de informaci¢n;TURKISH AIRLINES;L°neas aÇreas;;;956.69;Resoluci¢n no acceder;;45579;Oct 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45404;Abr 24;Falta de informaci¢n;TOP JOYEROS & MOBILE;ElectrodomÇsticos/equipos electr¢nicos;Samsung;Celular;200;Desistimiento;;45446;Jun 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45404;Abr 24;Falta de informaci¢n;COLEGIO BILINGUE SANTO DOMINGO SAVIO;Escuelas / colegio;;;385;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45400;Abr 24;Incumplimiento de garant°a;DIGITAL HOGAR;ElectrodomÇsticos/equipos electr¢nicos;;Lavadora;209.67;Desistimiento;;45422;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45400;Abr 24;Incumplimiento de garant°a;CAYCAT, S.A.;Materiales de construcci¢n;;;53.5;Pendiente constancia desistimiento;;45418;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45404;Abr 24;Incumplimiento de servicio;ARTES Y COCINAS;Servicios de instalaci¢n;;;230;Desistimiento/Devoluci¢n;230;45446;Jun 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45404;Abr 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;24;Resoluciones/Varios;;45442;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45404;Abr 24;Incumplimiento de servicio;MUNDO COCINA REMODELACIONES Y MUCHO MAS;Remodelaci¢n;;;2874;Ministerio P£blico;;45448;Jun 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45404;Abr 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;24;Desistimiento;;45419;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45404;Abr 24;Incumplimiento de garant°a;TIGO PANAMµ;Telefonia;Iphone;Celular;1283.95;Acuerdo en audiencia/Devoluci¢n de dinero;1283.95;45450;Jun 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45404;Abr 24;Incumplimiento de servicio;MINIMED;Cl°nicas/ Hospitales;;;160;Acuerdo en audiencia/Devoluci¢n de dinero;160;45448;Jun 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45404;Abr 24;Falta de informaci¢n;ITALGRES PANAMA, S.A.;Materiales de construcci¢n;;;3091.27;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45407;Abr 24;Falta de informaci¢n;RESIDENCIAL EUROPA, S.A.;Inmobiliarias;;Vivienda;895.16;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45404;Abr 24;Incumplimiento de garant°a;CLINIC CELL 23;Celulares;;Celular;55;Acuerdo en audiencia/Devoluci¢n de dinero;55;45442;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45407;Abr 24;Falta de informaci¢n;FASTOURS PANAMA;Agencias de viajes;;;1842;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45407;Abr 24;Falta de informaci¢n;FASTOURS PANAMA;Agencias de viajes;;;1842;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45406;Abr 24;Custodia de bien;TIGO PANAMµ;Tv por cable;;;435.46;Inhibe;;45471;Jun 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45406;Abr 24;Falta de informaci¢n;AIR CARGO AND MORE;Servicio de intermediaci¢n;;;745.46;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45406;Abr 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;26;Resoluciones/Varios;;45429;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45412;Abr 24;Falta de informaci¢n;PANA COMPU;ElectrodomÇsticos/equipos electr¢nicos;;Equipo de sonido;145.55;Desistimiento/Devoluci¢n;145.55;45422;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45412;Abr 24;Incumplimiento de servicio;SUMMIT RAINFOREST & GOLF RESORT;Hoteles o planes vacacionales;;;300;Resoluci¢n/Devoluci¢n;300;45485;Jul 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45412;Abr 24;Custodia de bien;FAST SERVICES CENTER;Repuestos y reparaciones (talleres varios no autos);Samsung;Micro-onda;106.99;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45412;Abr 24;Resoluci¢n de contrato;SKY PANAMµ;Tv por cable;;;26.4;Resoluciones/Varios;;45488;Jul 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45412;Abr 24;Falta de informaci¢n;TU BIENESTAR COMPANY, S.A.;Funerarias;;;26;Pendiente constancia desistimiento;;45463;Jun 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45412;Abr 24;Incumplimiento de garant°a;PROYTEL TELECOMUNICACIONES;Servicios de instalaci¢n;;;267;Pendiente constancia desistimiento;;45463;Jun 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45412;Abr 24;Incumplimiento de garant°a;HS MOVILES;Computadoras;Lenovo;Computadora;250;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45412;Abr 24;Incumplimiento de garant°a;EMPRESAS BICOCAS, S.A.;AlmacÇn por departamentos;;;63.78;Transacci¢n extrajudicial;;45442;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45412;Abr 24;Custodia de bien;REPARO TU EQUIPO PTY;Repuestos y reparaciones (talleres varios no autos);;Audifonos;363.75;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45412;Abr 24;Falta de informaci¢n;FELIX B. MADURO, S.A.;AlmacÇn por departamentos;;;373.23;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45412;Abr 24;Incumplimiento de servicio;ECOAGUAS PANAMA;Servicios Profesionales;;;1550;Ministerio P£blico;;45623;Nov 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45412;Abr 24;Falta de informaci¢n;TICKET PLUS;Eventos art°sticos;;;383.68;Acuerdo en audiencia/Devoluci¢n de dinero;383.68;45512;Ago 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45412;Abr 24;Custodia de bien;WILTECH PANAMA;Repuestos y reparaciones (talleres varios no autos);;;1005.8;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45412;Abr 24;Incumplimiento de servicio;JENNY KENETH, S.A.;Celulares;;Celular;209.67;Desistimiento;;45442;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45387;Abr 24;Incumplimiento de garant°a;FOTO SONIDO;Muebler°a/equipo electr¢nico;Whirlpool;Lavadora;315.65;Desistimiento;;45513;Ago 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45390;Abr 24;Falta de informaci¢n;PET HOUSE, S.A.;Animales;;;5;Desistimiento/Devoluci¢n;5;45406;Abri 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45391;Abr 24;Falta de informaci¢n;AUTO REPUESTOS MATERIALES PAN;Materiales de construcci¢n;;;86.16;Desistimiento;;45530;Ago 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45397;Abr 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;26;Resoluciones/Varios;;45434;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45398;Abr 24;Falta de informaci¢n;PROMOTORA CONSTRUCTORA PROINSA, S.A.;Inmobiliarias;;Vivienda;350;Desistimiento/Devoluci¢n;350;45434;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45401;Abr 24;Devoluci¢n de dinero;GREEN PALACE, S.A.;Inmobiliarias;;Vivienda;500;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45405;Abr 24;Incumplimiento de garant°a;MOBILE PLUS;Celulares;Iphone;Celular;1069.95;Resoluci¢n/Reparar;;45579;Oct 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45406;Abr 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;12;Desistimiento;;45435;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45391;Abr 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;26;Pendiente constancia desistimiento;;45428;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45398;Abr 24;Incumplimiento de contrato;CASA DE FUNERALES VIDA PANAMA, S.A.;Funerarias;;;1959;Acuerdo en audiencia/Varios;;45435;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45401;Abr 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;24;Desistimiento;;45456;Jun 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45404;Abr 24;Incumplimiento de garant°a;PREMIER;ElectrodomÇsticos/equipos electr¢nicos;Premier;Televisor;535;Resoluci¢n/Reemplazo;;45485;Jul 24;2024;2024
Decisi¢n;Bocas del Toro;Ley 45 de 2007;45394;Abr 24;Incumplimiento de contrato;MUEBLERIA ENCANTO;Muebler°a/equipo electr¢nico;;Juego de sala;2409;Desistimiento;;45426;May 24;2024;2024
Decisi¢n;CoclÇ;Ley 45 de 2007;45400;Abr 24;Vicio oculto;INVERSIONES DON MINGO, S.A.;Inmobiliarias;;Vivienda;1394.16;En proceso;;;;;2024
Decisi¢n;CoclÇ;Ley 45 de 2007;45400;Abr 24;Resoluci¢n de contrato;SKY PANAMµ;Tv por cable;;;26.32;En proceso;;;;;2024
Decisi¢n;CoclÇ;Ley 45 de 2007;45405;Abr 24;Incumplimiento de contrato;LUCES SOLARES PANAMA, S.A.;Servicios de instalaci¢n;;;2400;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45386;Abr 24;Incumplimiento de contrato;PROMOTORA GREENHOUSES, S.A.;Inmobiliarias;;Vivienda;1000;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45390;Abr 24;Incumplimiento de garant°a;ALMACEN Y FERRETERIA BENJAMIN, S.A.;AlmacÇn por departamentos;;Televisor;150;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45393;Abr 24;Incumplimiento de servicio;ALEX PULP MOVIL;Celulares;Samsung;Celular;130;Desistimiento;;45464;Jun 24;2024;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45397;Abr 24;Incumplimiento de garant°a;SUPER SPK;AlmacÇn por departamentos;Mystic;Lavadora;160;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45406;Abr 24;Incumplimiento de servicio;TALLER DE JOYERIA MARCELINA;Repuestos y reparaciones (talleres varios no autos);;;5;En proceso;;;;;2024
Decisi¢n;Col¢n;Ley 45 de 2007;45412;Abr 24;Resoluci¢n de contrato;EKARAT,S.A.;Inmobiliarias;;Vivienda;1500;En proceso;;;;;2024
Veh°culo a Motor;Chiriqu°;Ley 14 de 2018;45383;Abr 24;Incumplimiento de garant°a;COPAMA, S.A.;Agencia de autos;Isuzu;Auto;29000;En proceso;;;;;2024
Decisi¢n;Chiriqu°;Ley 45 de 2007;45383;Abr 24;Devoluci¢n de dinero;MBC HOLDING INC;Inmobiliarias;;Vivienda;100;En proceso;;;;;2024
Decisi¢n;Chiriqu°;Ley 45 de 2007;45383;Abr 24;Incumplimiento de contrato;INVERSIONES TARJAL, S.A.;Inmobiliarias;;;5000;En proceso;;;;;2024
Decisi¢n;Chiriqu°;Ley 45 de 2007;45392;Abr 24;Resoluci¢n de contrato;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;26;En proceso;;;;;2024
Decisi¢n;Chiriqu°;Ley 45 de 2007;45387;Abr 24;Incumplimiento de servicio;NETBUY PANAMA;Ventas por internet;;Pieza de Repuesto;88.4;En proceso;;;;;2024
Decisi¢n;Chiriqu°;Ley 45 de 2007;45393;Abr 24;Incumplimiento de garant°a;RAMTEC AUDIO Y VIDEO, S.A.;ElectrodomÇsticos/equipos electr¢nicos;;Lavadora;175;En proceso;;;;;2024
Decisi¢n;Chiriqu°;Ley 45 de 2007;45398;Abr 24;Resoluci¢n de contrato;SKY PANAMµ;Tv por cable;;;20;Desistimiento;;45467;Jun 24;2024;2024
Decisi¢n;Chiriqu°;Ley 45 de 2007;45400;Abr 24;Incumplimiento de garant°a;INVERSIONES SARIAN;Celulares;Iphone;Celular;635;En proceso;;;;;2024
Decisi¢n;Chiriqu°;Ley 45 de 2007;45400;Abr 24;Devoluci¢n de dinero;TURKISH AIRLINES;L°neas aÇreas;;;1259.15;En proceso;;;;;2024
Decisi¢n;Chiriqu°;Ley 45 de 2007;45401;Abr 24;Resoluci¢n de contrato;CABLE & WIRELESS PANAMµ;Telefonia;;;44.82;En proceso;;;;;2024
Veh°culo a Motor;Herrera;Ley 14 de 2018;45393;Abr 24;Incumplimiento de garant°a;CARSTOGO (INTER MARKETING INC.);Venta de autos usados;Suzuki;Auto;13750;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45392;Abr 24;Rescindir contrato;SKY PANAMµ;Tv por cable;;;20;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45397;Abr 24;Devoluci¢n de dinero;DAVIVIENDA FAMILIARES, S.A.;Inmobiliarias;;;600;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45404;Abr 24;Incumplimiento de garant°a;ELECTRONICA MV STORE;ElectrodomÇsticos/equipos electr¢nicos;;;26.75;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45406;Abr 24;Devoluci¢n de dinero;DAVIVIENDA FAMILIARES, S.A.;Inmobiliarias;;;600;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45406;Abr 24;Incumplimiento de garant°a;OPTI CENTRO X-PRESS;Opticas;;;257.38;En proceso;;;;;2024
Decisi¢n;Herrera;Ley 45 de 2007;45407;Abr 24;Rescindir contrato;SKY PANAMµ;Tv por cable;;;20;En proceso;;;;;2024
Decisi¢n;Veraguas;Ley 45 de 2007;45383;Abr 24;Devoluci¢n de dinero;OPORTA;Muebler°a/equipo electr¢nico;Sankey;Refrigeradora;170;Desistimiento/Devoluci¢n;170;45588;Oct 24;2024;2024
Decisi¢n;Veraguas;Ley 45 de 2007;45385;Abr 24;Incumplimiento de garant°a;SUPER XTRA;Supermercados;Sankey;Televisor;171.18;Desistimiento;;45464;Jun 24;2024;2024
Decisi¢n;Veraguas;Ley 45 de 2007;45385;Abr 24;Custodia de bien;NEW TECH MOVIL, S.A.;Celulares;Samsung;Celular;48.15;Acuerdo en audiencia/Varios;48.15;45588;Oct 24;2024;2024
Decisi¢n;Veraguas;Ley 45 de 2007;45398;Abr 24;Resoluci¢n de contrato;SKY PANAMµ;Tv por cable;;;87.55;Desistimiento;;45610;Nov 24;2024;2024
Decisi¢n;Veraguas;Ley 45 de 2007;45408;Abr 24;Resoluci¢n de contrato;SKY PANAMµ;Tv por cable;;;26.35;Desistimiento;;45588;Oct 24;2024;2024
Veh°culo a Motor;Pm† Oeste;Ley 14 de 2018;45397;Abr 24;Incumplimiento de garant°a;BAY MOTORS, S.A.;Agencia de autos;;Auto;16990;En proceso;;;;;2024
Veh°culo a Motor;Pm† Oeste;Ley 14 de 2018;45408;Abr 24;Incumplimiento de garant°a;PETROAUTOS, S.A.;Agencia de autos;;Auto;28800;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45384;Abr 24;Resoluci¢n de contrato;PLAYA BLANCA SIGNATURE, S.A.;Hoteles o planes vacacionales;;;4500;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45392;Abr 24;Incumplimiento de garant°a;COFFEE NET SHOP;Imprentas;;;125;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45394;Abr 24;Incumplimiento de garant°a;ÈNICA;AlmacÇn por departamentos;LG;Refrigeradora;1283.99;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45397;Abr 24;Incumplimiento de garant°a;MOVICELL;ElectrodomÇsticos/equipos electr¢nicos;Lenovo;Laptop;277;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45399;Abr 24;Incumplimiento de garant°a;BOOM OUTLET;AlmacÇn por departamentos;;;453.67;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45400;Abr 24;Incumplimiento de servicio;KM SEGURIDAD TECNOLOGIA;Servicios de instalaci¢n;;;1946.42;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45404;Abr 24;Incumplimiento de servicio;SOMOS RESERVA PANAMµ, S.A.;Hoteles o planes vacacionales;;;299;Desistimiento/Devoluci¢n;299;45525;Ago 24;2024;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45404;Abr 24;Incumplimiento de garant°a;ÈNICA;AlmacÇn por departamentos;Whirlpool;Refrigeradora;749;En proceso;;;;;2024
Decisi¢n;Pm† Oeste;Ley 45 de 2007;45406;Abr 24;Falta de informaci¢n;CITY CENTER;Celulares;Samsung;Celular;604;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45414;May 24;Incumplimiento de contrato;LUCES SOLARES PANAMA, S.A.;Servicios de instalaci¢n;;Panel solar;2400;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45414;May 24;Incumplimiento de garant°a;EMPRESAS CARBONE, S.A.;Agencia de autos;Forthing;Auto;30000;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45415;May 24;Incumplimiento de garant°a;RICARDO PEREZ, S.A.;Agencia de autos;Toyota;Auto;19500;Desistimiento;;45462;Jun 24;2024;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45415;May 24;Incumplimiento de garant°a;AUTO UNO DE PANAMA, S.A.;Agencia de autos;Honda;Auto;11160.24;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45418;May 24;Incumplimiento de garant°a;GRUPO SILABA;Agencia de autos;KIA;Auto;26395;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45420;May 24;Incumplimiento de garant°a;TALLER EINAR AGUA Y SOL;Agencia de autos;Honda;Auto;715;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45420;May 24;Incumplimiento de servicio;ALL MOTORS PANAMµ;AlmacÇn por departamentos;Aprilia;Moto;298.13;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45425;May 24;Incumplimiento de garant°a;ROCK CARS AUTOS USADOS;Agencia de autos;KIA;Auto;5500;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45425;May 24;Falta de informaci¢n;AUTOS PLATINIUM;Ferreter°as, materiales de construccion o similares;KIA;Auto;4000;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45428;May 24;Incumplimiento de garant°a;ROCK CARS AUTOS USADOS;Agencia de autos;Chevrolet;Auto;3950;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45429;May 24;Incumplimiento de garant°a;BAY MOTORS, S.A.;Agencia de autos;Geely;Auto;24500;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45429;May 24;Incumplimiento de contrato;LEVEL UP 360, S.A.;AlmacÇn de ropa y calzados;KIA;Auto;6700;Desistimiento;;45569;Oct 24;2024;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45432;May 24;Incumplimiento de servicio;AUTO CENTRO;AlmacÇn por departamentos;Nissan;Auto;2100.84;Ordena correcci¢n;;45589;Oct 24;2024;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45433;May 24;Falta de informaci¢n;RENT A CAR PANAME•A, S.A.;Ferreter°as, materiales de construccion o similares;Suzuki;Auto;399.99;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45435;May 24;Incumplimiento de garant°a;AVA POWER, S.A.;Agencia de autos;Ava;Auto;1600;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45435;May 24;Incumplimiento de garant°a;ICE MAKERS, S.A.;Agencia de autos;Ford;Auto;378.88;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45439;May 24;Incumplimiento de garant°a;AUTOS POPULAR, S.A.;Agencia de autos;KIA;Auto;770.22;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45439;May 24;Incumplimiento de garant°a;GRUPO AUTO BUSINESS, S.A.;Agencia de autos;KIA;Auto;9604.55;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45440;May 24;Custodia de bien;MAGIC TOWING, S.A.;Env°o de dinero;Toyota;Auto;2219.26;Inhibe;;45478;Jul 24;2024;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45441;May 24;Incumplimiento de garant°a;GRUPO SILABA;Agencia de autos;KIA;Auto;14995;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45441;May 24;Falta de informaci¢n;AUTOS POPULAR, S.A.;Ferreter°as, materiales de construccion o similares;Hyundai;Auto;5870;En proceso;;;;;2024
Veh°culo a Motor;Panam†;Ley 14 de 2018;45442;May 24;Incumplimiento de garant°a;GRUPO SILABA Y GRUPO Q;Agencia de autos;Chevrolet;Auto;26000;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45414;May 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;31;Resoluciones/Varios;;45442;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45414;May 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;20;Desistimiento;;45435;May 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45419;May 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;24;Pendiente constancia desistimiento;;45450;Jun 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45415;May 24;Incumplimiento de garant°a;TECNOBYTE STORE, S.A.;ElectrodomÇsticos/equipos electr¢nicos;HP;Laptop;1273.29;Resoluci¢n/Reparar;;45589;Oct 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45419;May 24;Falta de informaci¢n;COPA AIR;L°neas aÇreas;;;997.6;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45419;May 24;Incumplimiento de garant°a;PREMIER;ElectrodomÇsticos/equipos electr¢nicos;;;674.09;Acuerdo en audiencia/Reparaci¢n;;45520;Ago 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45419;May 24;Resoluci¢n de contrato;SMART FIT;Gimnasio y centros deportivos;;;26.74;Pendiente constancia desistimiento;;45484;Jul 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45419;May 24;Falta de informaci¢n;TU BIENESTAR COMPANY, S.A.;Funerarias;;;24;Desistimiento;;45446;Jun 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45420;May 24;Resoluci¢n de contrato;SKY PANAMµ;Tv por cable;;;30.13;Acuerdo en audiencia/Varios;;45511;Ago 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45422;May 24;Incumplimiento de garant°a;E-VISION;Muebler°a/equipo electr¢nico;Samsung;Refrigeradora;1545.65;Pendiente constancia desistimiento;;45541;Sep 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45419;May 24;Resoluci¢n de contrato;SKY PANAMµ;Tv por cable;;;19.99;Acuerdo en audiencia/Varios;;45513;Ago 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45420;May 24;Incumplimiento de servicio;SERVIDEALES;Repuestos y reparaciones (talleres varios no autos);;;37.45;Acuerdo en audiencia/Devoluci¢n de dinero;37.45;45481;Jul 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45420;May 24;Falta de informaci¢n;INVERSIONES EL CREPÈSCULO, S.A.;Funerarias;;;22;Ministerio P£blico;;45464;Jun 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45420;May 24;Incumplimiento de servicio;REPARO TU EQUIPO PTY;Repuestos y reparaciones (talleres varios no autos);;Laptop;813.81;Resoluci¢n/Devoluci¢n;813.81;45589;Oct 24;2024;2024
Decisi¢n;Panam†;Ley 45 de 2007;45420;May 24;Falta de informaci¢n;UNIVERSIDAD LATINA DE PANAMµ;Universidad;;;30;En proceso;;;;;2024
Decisi¢n;Panam†;Ley 45 de 2007;45420;May 24;Resoluci¢n de contrato;SMART FIT;Gimnasio y centros deportivos;;;32.09;Desistimiento;;45469;Jun 24;2024;2024
